year,president,party,afghanistan,afraid,army,battle,combat,conflict,cyber,cybersecurity,enemies,enemy,fear,fears,fight,fights,force,fought,genocide,iran,iraq,isis,israel,jihad,korea,marine,marines,militant,military,missile,missiles,navy,nuclear,proxy,qaeda,russia,soldier,soldiers,soviet,struggle,taliban,terror,terrorism,terrorist,terrorists,threat,threaten,threatens,threats,trench,trenches,troop,troops,ussr,vietnam,war,warfare,wars,wartime,war_total,speech_total,percent_war
1986,Reagan,Republican,1,0,0,0,0,1,0,0,0,0,1,0,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,11,0,0,0,42,3507,1.19760479
1987,Reagan,Republican,3,0,0,1,1,1,0,0,0,0,3,1,3,0,2,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,1,0,1,0,2,2,0,0,0,0,1,1,0,1,9,0,0,0,51,3803,1.341046542
1988,Reagan,Republican,2,0,1,1,0,0,0,0,0,0,2,1,6,0,6,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,3,3,0,2,0,0,0,4,2,1,0,0,0,1,1,0,0,14,0,1,0,62,4855,1.277033986
1989,Bush,Republican,0,1,0,0,0,1,0,0,0,0,1,1,1,0,11,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,15,0,0,0,52,4821,1.078614395
1990,Bush,Republican,0,1,3,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,8,0,1,0,36,3770,0.954907162
1991,Bush,Republican,0,0,0,1,1,3,0,0,0,0,1,0,5,0,11,0,0,0,6,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,5,9,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,76,3765,2.018592297
1992,Bush,Republican,0,2,1,1,0,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,1,8,6,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,12,0,0,0,51,4718,1.080966511
1993,Clinton,Democratic,0,0,0,0,1,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,26,7007,0.371057514
1994,Clinton,Democratic,0,1,0,0,0,1,0,0,0,0,2,0,3,0,10,0,0,0,0,3,0,0,1,0,0,0,4,1,1,0,4,0,0,7,0,0,2,0,0,2,0,1,1,2,0,0,2,0,0,1,1,0,0,8,0,0,0,58,7400,0.783783784
1995,Clinton,Democratic,0,0,0,0,2,0,0,0,1,1,2,1,3,0,9,1,0,0,0,1,2,0,2,1,0,0,3,2,1,0,5,0,0,3,1,0,0,3,0,7,1,5,3,4,2,0,0,0,0,1,1,0,0,18,0,0,0,86,9143,0.940610303
1996,Clinton,Democratic,0,0,0,1,0,1,0,0,0,0,1,0,6,0,10,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,5,0,0,3,0,0,0,0,0,3,2,1,1,4,0,0,3,0,0,2,2,0,2,11,0,0,0,65,6283,1.034537641
1997,Clinton,Democratic,0,0,2,0,0,4,0,0,0,2,0,0,5,0,11,1,0,0,0,2,0,0,3,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,3,1,1,1,4,1,1,1,0,0,2,2,0,1,13,0,1,0,70,6742,1.038267576
1998,Clinton,Democratic,0,1,2,1,2,0,1,0,0,2,1,1,3,0,5,0,0,0,2,2,0,0,2,0,0,0,2,1,1,0,4,0,0,1,2,2,0,1,0,3,0,2,2,4,1,0,1,0,0,3,3,0,1,12,0,0,0,71,7283,0.974872992
1999,Clinton,Democratic,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,5,3,2,0,2,0,0,0,1,2,2,0,5,0,0,2,0,0,1,1,0,6,2,1,1,5,2,0,2,0,0,3,3,0,0,13,0,1,0,75,7472,1.003747323
2000,Clinton,Democratic,0,0,0,1,1,2,0,0,0,1,0,0,6,0,10,0,0,1,1,1,0,0,1,0,0,0,1,3,0,0,4,0,0,7,2,2,1,0,0,3,0,1,1,7,4,0,2,0,0,1,1,0,0,29,0,0,0,94,7387,1.272505753
2001,Bush,Republican,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,4,1,0,3,0,0,0,0,0,0,6,0,0,0,35,4395,0.796359499
2002,Bush,Republican,13,0,0,1,1,1,0,0,4,2,2,1,7,0,6,0,0,2,2,2,0,1,1,1,0,0,4,2,1,1,3,0,0,1,2,2,0,0,0,36,3,20,10,7,5,0,1,0,0,3,3,0,0,16,0,0,0,167,3824,4.367154812
2003,Bush,Republican,3,0,0,1,0,0,0,0,1,3,2,0,7,1,6,0,0,3,22,1,1,0,7,0,0,0,3,3,1,0,12,0,0,1,0,0,1,2,0,22,3,13,7,17,2,1,5,0,0,2,2,0,0,19,1,0,0,175,5372,3.257632167
2004,Bush,Republican,5,0,1,1,1,0,0,0,4,0,1,0,2,0,10,0,0,1,24,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,20,1,14,10,7,1,0,4,0,0,5,5,0,0,20,0,0,0,147,5171,2.842777026
2005,Bush,Republican,3,1,0,1,0,0,0,0,3,1,2,0,6,0,8,0,0,3,27,0,2,0,1,2,0,0,4,0,0,0,3,0,0,0,1,1,0,0,0,27,1,12,11,2,0,0,0,0,0,1,1,0,0,13,0,0,0,137,5049,2.713408596
2006,Bush,Republican,2,0,0,1,0,1,0,0,4,4,5,1,13,0,7,1,1,6,16,1,1,0,1,1,0,0,8,0,0,0,3,0,3,0,0,0,0,1,0,20,3,11,6,1,0,0,1,0,0,3,2,0,0,13,0,0,0,141,5321,2.649877843
2007,Bush,Republican,4,0,3,2,1,3,0,0,4,10,1,1,10,0,17,0,0,5,34,0,1,0,2,3,2,0,4,0,0,0,3,0,10,2,1,1,0,7,2,22,0,17,14,3,0,0,2,0,0,3,3,0,0,17,0,0,0,214,5598,3.822793855
2008,Bush,Republican,4,0,2,0,1,0,0,0,5,7,0,0,16,0,16,0,1,7,39,0,3,0,1,4,2,0,6,1,1,0,4,0,11,0,2,2,0,2,2,23,0,17,14,2,1,0,1,0,0,10,9,0,0,10,0,0,0,226,5752,3.92906815
2009,Obama,Democratic,2,0,0,0,1,0,1,0,0,0,2,0,1,0,7,0,0,0,4,11,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,3,1,2,2,3,0,0,2,0,0,1,1,0,0,15,0,1,0,69,5940,1.161616162
2010,Obama,Democratic,3,1,0,1,1,0,0,0,0,0,3,1,8,0,6,0,0,3,5,3,0,0,2,0,0,0,2,0,0,0,4,0,2,1,0,0,0,3,0,3,1,2,2,5,3,0,1,1,0,4,4,0,0,17,0,3,0,95,7106,1.336898396
2011,Obama,Democratic,1,0,0,4,2,0,0,0,1,0,0,0,4,0,5,2,0,2,4,2,0,0,7,0,0,0,2,1,0,0,5,0,4,2,0,0,2,3,2,2,1,1,1,2,0,0,1,0,0,6,6,0,0,13,0,0,0,88,6940,1.268011527
2012,Obama,Democratic,3,0,1,1,1,0,1,0,2,0,0,0,6,0,7,1,0,4,3,4,1,0,1,0,0,0,4,0,0,1,3,0,2,1,1,1,0,1,1,0,0,0,0,4,1,0,1,0,0,5,5,0,0,16,1,0,0,84,6987,1.202232718
2013,Obama,Democratic,4,0,0,0,2,0,2,0,1,0,1,0,4,0,5,1,0,1,0,3,1,0,1,0,0,0,5,1,0,0,3,0,4,1,0,0,0,0,0,5,2,3,3,7,1,1,2,0,0,2,2,0,0,13,0,0,1,82,6467,1.267975878
2014,Obama,Democratic,6,1,2,2,1,2,1,0,0,0,3,0,2,0,15,1,0,10,3,2,2,0,0,1,1,0,5,0,0,0,5,0,3,0,0,0,1,1,0,8,2,5,2,8,3,1,3,0,0,6,6,0,0,16,0,0,0,130,6778,1.917969903
2015,Obama,Democratic,3,0,0,1,5,4,2,0,1,0,4,3,3,0,12,0,0,4,2,5,1,0,0,0,0,0,5,0,0,0,5,0,0,2,0,0,0,0,0,9,1,7,5,8,3,1,2,0,0,3,3,0,0,13,0,1,0,118,6727,1.754125167
2016,Obama,Democratic,1,0,0,0,0,3,0,0,2,0,3,1,7,0,5,1,0,2,2,3,0,0,0,0,0,0,5,0,0,0,2,0,3,2,2,0,0,0,0,7,0,7,4,5,3,0,0,1,0,3,3,0,1,11,0,1,0,90,5438,1.655020228
2017,Trump,Republican,0,0,0,0,0,2,0,0,1,2,2,1,5,1,10,2,0,1,0,1,1,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,0,5,5,0,0,4,2,0,2,0,0,0,0,0,0,10,0,2,0,68,5036,1.350277998
2018,Trump,Republican,1,0,1,1,1,1,0,0,1,1,3,1,7,0,4,1,0,3,1,7,1,0,7,1,1,0,4,1,1,1,6,0,0,1,0,0,0,2,0,9,1,8,6,5,3,1,1,0,0,0,0,0,0,10,0,0,0,104,5190,2.003853565
